data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-05-14 10:45:17.050882;1535;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Lonnie White;masculino;boleto
2025-05-14 15:34:12.929600;1536;Florianópolis;Gabriela Santos;Smartwatch Garmin;Edward Reed;masculino;cartão de crédito
2025-05-14 16:04:14.842824;1537;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Francis Howell;masculino;boleto
2025-05-14 16:12:18.259362;1538;São Paulo;Lucas Pereira;Smartwatch Garmin;Bettina Fuente;feminino;pix
2025-05-14 16:21:18.354740;1539;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Cleo Tiburcio;feminino;pix
2025-05-14 17:27:16.422978;1540;Florianópolis;Tiago Lima;Smartwatch Garmin;Mary Patton;feminino;cartão de crédito
2025-05-14 18:35:15.076137;1541;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Domingo Follett;masculino;cartão de crédito
2025-05-15 09:40:17.702697;1542;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Thomas Cannon;masculino;boleto
2025-05-15 09:58:13.791542;1543;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Colleen Jones;feminino;boleto
2025-05-15 11:06:13.120899;1544;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Loraine Ladner;feminino;boleto
2025-05-15 15:37:17.926291;1545;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Oscar Thompson;masculino;cartão de crédito
2025-05-15 17:44:15.532618;1546;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Bree Rice;feminino;cartão de crédito
2025-05-16 10:08:13.272838;1547;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Serina Montano;feminino;dinheiro
2025-05-16 11:30:16.473586;1548;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Julia Pickens;feminino;boleto
2025-05-16 13:43:18.311365;1549;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Roberta Kerns;feminino;dinheiro
2025-05-16 14:22:16.591715;1550;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Joseph Armstrong;masculino;cartão de crédito
2025-05-16 15:14:13.883243;1551;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Christopher Franco;masculino;dinheiro
2025-05-16 16:52:14.614972;1552;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Charles Vargas;masculino;boleto
2025-05-16 18:25:17.511343;1553;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Robert Austin;masculino;dinheiro
2025-05-17 08:30:16.603378;1554;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Roger Hicks;masculino;cartão de crédito
2025-05-17 09:42:13.032835;1555;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Bridget Edwards;feminino;boleto
2025-05-17 09:55:14.195597;1556;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Gloria Joyce;feminino;cartão de crédito
2025-05-17 14:19:15.742750;1557;São Paulo;Ana Oliveira;Tablet Apple Ipad;Michael Carpentier;masculino;pix
2025-05-17 17:28:13.396471;1558;São Paulo;Ana Oliveira;Smartwatch Garmin;Michael Anderson;masculino;cartão de crédito
2025-05-18 07:49:13.757065;1559;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Harry Shipley;masculino;boleto
2025-05-18 08:57:17.089521;1560;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Mary Meeks;feminino;boleto
2025-05-18 12:18:14.674737;1561;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Crystal Tolliver;feminino;pix
2025-05-18 13:30:14.531304;1562;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Teresa Mccallister;feminino;boleto
2025-05-18 14:40:14.962168;1563;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Jennie Champion;feminino;boleto
2025-05-18 15:04:14.196609;1564;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Thomas Lemus;masculino;cartão de crédito
2025-05-18 16:16:16.042369;1565;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Ronald Ruiz;masculino;cartão de crédito
2025-05-18 18:03:16.372848;1566;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Gregory Willis;masculino;boleto
2025-05-19 09:18:17.551810;1567;Florianópolis;Tiago Lima;Tablet Apple Ipad;Wayne Mcthay;masculino;cartão de crédito
2025-05-19 09:29:16.855443;1568;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Maxine Watson;feminino;boleto
2025-05-19 10:39:16.310125;1569;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;David Chace;masculino;dinheiro
2025-05-19 10:52:14.834749;1570;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Karen Garth;feminino;dinheiro
2025-05-19 11:58:15.866593;1571;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Marie Pope;feminino;cartão de crédito
2025-05-19 14:38:13.439158;1572;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Eileen Teague;feminino;boleto
2025-05-19 15:06:18.054100;1573;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Ursula Boudreaux;feminino;boleto
2025-05-19 15:40:17.053890;1574;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Francisco Smith;masculino;pix
2025-05-19 15:49:13.781439;1575;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Jill Beamon;feminino;boleto
2025-05-20 07:59:17.092550;1576;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Cecilia Knowles;feminino;pix
2025-05-20 08:35:17.608896;1577;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Harry Carty;masculino;boleto
2025-05-20 12:37:15.343106;1578;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Hector Evans;masculino;boleto
2025-05-20 16:00:18.226991;1579;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Michael Reliford;masculino;pix
2025-05-20 16:04:14.169112;1580;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Suzanne Carter;feminino;dinheiro
2025-05-20 17:07:16.934204;1581;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;John Kight;masculino;dinheiro
2025-05-20 17:32:17.053890;1582;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Earl Mccauley;masculino;dinheiro
2025-05-21 09:06:18.032944;1583;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Albert Roquemore;masculino;dinheiro
2025-05-21 15:28:17.393496;1584;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;John Leardi;masculino;boleto
2025-05-21 16:21:15.527585;1585;São Paulo;Lucas Pereira;Tablet Apple Ipad;Frank Dowe;masculino;boleto
2025-05-21 17:32:16.634836;1586;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Sadie Nelson;feminino;dinheiro
2025-05-22 10:50:16.420947;1587;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Cindy Waters;feminino;dinheiro
2025-05-22 13:14:15.526523;1588;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;James Rojas;masculino;pix
2025-05-22 16:35:15.538653;1589;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Janet Schreyer;feminino;pix
2025-05-22 17:35:12.820789;1590;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Eddie Diaz;masculino;boleto
2025-05-23 10:08:16.384082;1591;São Paulo;Ana Oliveira;Smartwatch Garmin;Amanda Coleman;feminino;dinheiro
2025-05-23 13:24:15.219327;1592;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Arden Hammer;masculino;cartão de crédito
2025-05-23 14:15:12.926581;1593;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Miguel Judd;masculino;pix
2025-05-23 14:34:12.858792;1594;São Paulo;Ana Oliveira;Tablet Apple Ipad;Dana Melton;feminino;cartão de crédito
2025-05-24 09:08:14.538313;1595;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Carlos Hotchkiss;masculino;cartão de crédito
2025-05-24 13:04:17.277062;1596;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Lawanda Peschel;feminino;boleto
2025-05-24 13:29:13.415786;1597;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Rae Beaver;feminino;cartão de crédito
2025-05-24 14:27:14.141602;1598;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mark Sawyer;masculino;boleto
2025-05-24 15:27:13.274843;1599;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Carolyn Macneil;feminino;dinheiro
2025-05-24 16:14:15.916448;1600;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Francine Thole;feminino;pix
2025-05-25 09:32:16.299369;1601;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;William Burkhart;masculino;pix
2025-05-25 10:08:14.878244;1602;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Destiny Ferreira;feminino;boleto
2025-05-25 10:26:16.131757;1603;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Florence Brown;feminino;pix
2025-05-25 11:02:17.537703;1604;São Paulo;Lucas Pereira;Tablet Apple Ipad;Deborah Ledesma;feminino;cartão de crédito
2025-05-25 18:05:14.805271;1605;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Geraldine Saver;feminino;cartão de crédito
2025-05-26 08:57:14.154775;1606;São Paulo;Ana Oliveira;Tablet Apple Ipad;Michael Helms;masculino;boleto
2025-05-26 11:19:16.706062;1607;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Leia Barker;feminino;cartão de crédito
2025-05-26 12:10:14.761253;1608;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Yvette Williams;feminino;pix
2025-05-26 14:14:17.889546;1609;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Mary Mcnish;feminino;pix
2025-05-26 14:36:15.929460;1610;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Bernadette Glick;feminino;dinheiro
2025-05-26 14:54:13.281935;1611;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Dawn Johnson;feminino;boleto
2025-05-26 16:40:13.820431;1612;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Adam Espinosa;masculino;boleto
2025-05-26 18:16:17.047871;1613;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jason Bernardo;masculino;dinheiro
2025-05-27 11:51:15.403199;1614;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Stewart Spohr;masculino;cartão de crédito
2025-05-27 13:43:18.024909;1615;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Harold Valasquez;masculino;dinheiro
2025-05-27 16:54:17.297430;1616;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Gale Woods;masculino;pix
2025-05-27 17:07:16.297362;1617;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Kendra Cole;feminino;dinheiro
2025-05-28 09:20:15.836207;1618;Florianópolis;Gabriela Santos;Smartwatch Garmin;Miguel Woods;masculino;pix
2025-05-29 08:15:13.797076;1619;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Salvador Weakland;masculino;dinheiro
2025-05-29 08:38:14.154775;1620;Florianópolis;Tiago Lima;Smartwatch Garmin;Raymond Torres;masculino;dinheiro
2025-05-29 10:06:13.052050;1621;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Hattie Clinton;feminino;cartão de crédito
2025-05-29 13:39:13.032835;1622;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Willard Rockman;masculino;cartão de crédito
2025-05-29 18:29:18.182998;1623;São Paulo;Ana Oliveira;Tablet Apple Ipad;Cheryl Childers;feminino;dinheiro
2025-05-30 11:46:16.462410;1624;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Victoria Carrillo;feminino;cartão de crédito
2025-05-30 13:11:16.341422;1625;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Rita Summerlin;feminino;cartão de crédito
2025-05-30 13:18:16.316168;1626;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Bruce Boshard;masculino;dinheiro
2025-05-30 13:22:13.394254;1627;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Melody Jones;feminino;cartão de crédito
2025-05-30 14:26:12.820789;1628;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Cordell Fletcher;masculino;pix
2025-05-30 15:31:15.701468;1629;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Beulah Shafer;feminino;dinheiro
2025-05-30 16:15:14.306608;1630;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Kenneth Davis;masculino;pix
2025-05-30 16:35:13.949300;1631;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gilbert Lamay;masculino;boleto
2025-05-31 07:58:13.839816;1632;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Maria Foley;feminino;cartão de crédito
2025-05-31 09:15:14.498047;1633;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Karen Vanmeter;feminino;dinheiro
2025-05-31 12:23:13.888270;1634;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Alvin Rome;masculino;boleto
2025-05-31 14:59:17.275053;1635;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Minta Carroll;feminino;boleto
2025-05-31 15:10:17.794944;1636;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Colin Roberts;masculino;dinheiro
2025-06-01 12:38:13.007578;1637;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Joseph Marsh;masculino;pix
2025-06-01 15:13:15.700465;1638;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Jerrod Miller;masculino;cartão de crédito
2025-06-01 15:36:13.214656;1639;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Linda Coyne;feminino;boleto
2025-06-01 16:42:14.496543;1640;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Ella Shelly;feminino;pix
2025-06-01 18:21:18.352731;1641;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Wendy Feliciano;feminino;dinheiro
2025-06-02 10:06:14.953116;1642;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Bambi Mitchell;feminino;boleto
2025-06-02 11:33:13.783452;1643;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Cornelius Kye;masculino;boleto
2025-06-02 12:54:13.119895;1644;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Arturo Rodriguez;masculino;boleto
2025-06-02 13:29:17.840951;1645;São Paulo;Ana Oliveira;Smartwatch Garmin;Weston Castillo;masculino;dinheiro
2025-06-02 13:36:17.727867;1646;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Charlene Pullon;feminino;dinheiro
2025-06-02 13:46:13.533699;1647;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Holly Meyer;feminino;pix
2025-06-02 15:39:13.051044;1648;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Lovie Curtis;feminino;boleto
2025-06-03 07:42:12.918530;1649;São Paulo;Lucas Pereira;Smartwatch Garmin;Bradley Mercado;masculino;dinheiro
2025-06-03 09:11:18.272460;1650;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Yolanda Sims;feminino;boleto
2025-06-03 09:51:17.047871;1651;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;George Stewart;masculino;boleto
2025-06-03 11:02:17.050882;1652;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Harold Hoffman;masculino;pix
2025-06-03 11:13:16.286286;1653;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;John Jameson;masculino;boleto
2025-06-03 12:53:17.373051;1654;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Scott Kerrigan;masculino;pix
2025-06-03 13:38:15.418311;1655;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Donald Vinci;masculino;pix
2025-06-03 15:15:14.921896;1656;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Scot Veney;masculino;pix
2025-06-03 17:27:13.400487;1657;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;John Dicks;masculino;pix
2025-06-04 07:43:18.334578;1658;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Lisabeth Green;feminino;pix
2025-06-04 08:22:17.297430;1659;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Jamie Kollross;feminino;dinheiro
2025-06-04 11:31:13.673746;1660;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Tricia Hadley;feminino;dinheiro
2025-06-04 11:33:13.533699;1661;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Pedro Neal;masculino;boleto
2025-06-04 11:47:14.825482;1662;São Paulo;Ana Oliveira;Smartwatch Garmin;Sharon Smith;feminino;cartão de crédito
2025-06-04 11:48:13.661636;1663;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Maureen White;feminino;boleto
2025-06-04 12:53:14.791586;1664;Florianópolis;Tiago Lima;Smartwatch Garmin;Jerry Raines;masculino;boleto
2025-06-05 09:30:12.818757;1665;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Thomas Hayes;masculino;cartão de crédito
2025-06-05 10:48:13.759071;1666;Florianópolis;Tiago Lima;Tablet Apple Ipad;Charles Gage;masculino;boleto
2025-06-05 15:46:12.816747;1667;Florianópolis;Tiago Lima;Tablet Apple Ipad;James Alexander;masculino;pix
2025-06-05 16:37:13.280917;1668;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Leslie Ponce;masculino;cartão de crédito
2025-06-06 12:01:15.025959;1669;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Turnbull;masculino;boleto
2025-06-06 15:52:12.949942;1670;São Paulo;Lucas Pereira;Smartwatch Garmin;Ronald Song;masculino;pix
2025-06-06 16:31:15.023957;1671;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Kathy Hinojosa;feminino;pix
2025-06-06 17:40:15.915447;1672;Florianópolis;Gabriela Santos;Smartwatch Garmin;Lena Barker;feminino;boleto
2025-06-07 09:35:17.686959;1673;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Stephen Little;masculino;boleto
2025-06-07 10:17:12.830027;1674;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Jose Monroy;masculino;cartão de crédito
2025-06-07 10:35:14.306608;1675;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Shirley Breaux;feminino;cartão de crédito
2025-06-07 10:43:18.337590;1676;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Paul Geise;masculino;dinheiro
2025-06-07 11:18:14.856903;1677;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Sean Carr;masculino;pix
2025-06-07 11:59:14.170116;1678;São Paulo;Lucas Pereira;Tablet Apple Ipad;Rebecca Gouldman;feminino;cartão de crédito
2025-06-07 13:12:13.870152;1679;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Brian Chung;masculino;dinheiro
2025-06-07 13:43:18.072390;1680;São Paulo;Lucas Pereira;Smartwatch Garmin;Carolyn Pollock;feminino;pix
2025-06-07 17:04:14.718917;1681;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;John Willingham;masculino;dinheiro
2025-06-07 17:53:16.128691;1682;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Lauren Leonard;feminino;dinheiro
2025-06-08 14:00:13.780433;1683;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Cynthia Russell;feminino;cartão de crédito
2025-06-08 14:16:15.774088;1684;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Joan Shellenberger;feminino;cartão de crédito
2025-06-08 15:23:18.084456;1685;Florianópolis;Tiago Lima;Smartwatch Garmin;Jerry Laravie;masculino;pix
2025-06-08 16:51:13.411769;1686;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Robert Emmanuel;masculino;boleto
2025-06-08 17:12:16.646023;1687;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Charles Waren;masculino;cartão de crédito
2025-06-08 17:58:16.934204;1688;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Alice Wright;feminino;pix
2025-06-09 11:29:15.388586;1689;São Paulo;Ana Oliveira;Smartwatch Garmin;James Montgomery;masculino;pix
2025-06-09 12:15:16.226606;1690;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Louanne Micciche;feminino;boleto
2025-06-09 16:37:17.539709;1691;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Rosalie Robinson;feminino;dinheiro
2025-06-10 09:03:17.968757;1692;Florianópolis;Tiago Lima;Notebook Dell Inspiron;William Sproul;masculino;pix
2025-06-10 14:09:18.007622;1693;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Tammy Goff;feminino;boleto
2025-06-11 09:46:13.612261;1694;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Sue Alexander;feminino;pix
2025-06-11 10:05:15.362238;1695;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Merle Parra;feminino;cartão de crédito
2025-06-11 13:12:15.342103;1696;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Timothy Reid;masculino;boleto
2025-06-11 14:39:14.855895;1697;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Lucas;feminino;boleto
2025-06-11 18:10:14.459188;1698;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Mark Bohnet;masculino;pix
2025-06-12 08:44:16.591715;1699;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Cynthia Montgomery;feminino;cartão de crédito
2025-06-12 09:10:14.372537;1700;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Jacob Barrett;masculino;dinheiro
2025-06-12 09:48:18.226991;1701;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Bryan Jackson;masculino;dinheiro
2025-06-12 11:00:16.340408;1702;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;William Beck;masculino;pix
2025-06-12 11:18:13.979646;1703;São Paulo;Ana Oliveira;Tablet Apple Ipad;Daniel Josey;masculino;cartão de crédito
2025-06-12 12:07:14.502113;1704;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Ella Medina;feminino;pix
2025-06-12 13:14:16.709065;1705;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Dolores Smith;feminino;cartão de crédito
2025-06-12 14:15:13.674751;1706;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Gerald Fransen;masculino;cartão de crédito
2025-06-12 16:38:16.419943;1707;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Justine Haugen;feminino;boleto
2025-06-13 08:49:18.231002;1708;São Paulo;Lucas Pereira;Smartwatch Garmin;Ruby Mora;feminino;dinheiro
2025-06-13 09:46:14.719919;1709;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Richard Russo;masculino;boleto
2025-06-13 10:54:15.393598;1710;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Joseph Ladd;masculino;boleto
2025-06-13 10:58:12.776727;1711;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Tony Russell;masculino;pix
2025-06-13 11:07:13.920055;1712;São Paulo;Ana Oliveira;Tablet Apple Ipad;Dianne Long;feminino;dinheiro
2025-06-13 12:49:14.882274;1713;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Robert Jones;masculino;dinheiro
2025-06-13 13:44:13.211640;1714;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Nada Brent;feminino;cartão de crédito
2025-06-13 13:57:17.485624;1715;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;William Lapalme;masculino;dinheiro
2025-06-13 14:14:18.064292;1716;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Geraldine Best;feminino;pix
2025-06-13 16:59:17.572975;1717;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Anthony Maack;masculino;dinheiro
2025-06-13 17:35:18.254132;1718;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Linda Fuchs;feminino;dinheiro
2025-06-13 17:37:16.729083;1719;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Donald Davis;masculino;dinheiro
2025-06-14 07:51:13.743829;1720;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Charles Woodruff;masculino;boleto
2025-06-14 08:03:17.387458;1721;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jesus Ward;masculino;cartão de crédito
2025-06-14 10:43:14.515187;1722;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Elizabeth Strubbe;feminino;dinheiro
2025-06-14 11:25:17.000397;1723;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Traci Gugler;feminino;pix
2025-06-14 11:47:14.066527;1724;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Earl Ramsey;masculino;boleto
2025-06-14 13:42:13.899876;1725;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Michelle Knights;feminino;dinheiro
2025-06-14 14:41:16.380053;1726;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Devin Rodriquez;feminino;dinheiro
2025-06-14 16:31:17.660744;1727;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Richard Barnes;masculino;cartão de crédito
2025-06-15 11:52:13.760073;1728;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Laura Furstenberg;feminino;cartão de crédito
2025-06-15 13:11:13.528695;1729;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;William Webb;masculino;dinheiro
2025-06-15 16:50:14.307610;1730;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;William Brown;masculino;pix
2025-06-15 18:32:14.191374;1731;São Paulo;Ana Oliveira;Smartwatch Garmin;Octavia Donaldson;feminino;cartão de crédito
2025-06-16 08:45:13.960376;1732;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Daniel Cain;masculino;boleto
2025-06-16 13:01:17.446870;1733;São Paulo;Ana Oliveira;Smartwatch Garmin;Consuelo Lawson;feminino;dinheiro
2025-06-16 14:52:16.392129;1734;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Elizabeth Anthony;feminino;cartão de crédito
2025-06-16 15:56:18.282500;1735;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Allison Leishman;feminino;boleto
2025-06-17 08:11:15.779142;1736;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Sandra Robinson;feminino;boleto
2025-06-17 09:29:16.489708;1737;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Franklin Moore;masculino;cartão de crédito
2025-06-17 12:02:16.136794;1738;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Linda Wilson;feminino;dinheiro
2025-06-17 12:02:18.274465;1739;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Nicole Leggio;feminino;cartão de crédito
2025-06-17 15:13:16.142821;1740;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Julia Cower;feminino;pix
2025-06-17 16:38:16.354556;1741;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Sharon Lawing;feminino;pix
2025-06-17 16:45:12.935703;1742;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Dreama More;feminino;cartão de crédito
2025-06-17 17:43:17.778749;1743;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Leanna Ioele;feminino;boleto
2025-06-17 18:11:18.007622;1744;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Alfredo Scarberry;masculino;boleto
